2.7074,100,0.26648,0.17978,0.40035,0.59537,0.31377,0.945,0.45952,-0.28303,3.2121,6
0.53123,50,0.15183,0.031877,0.11337,0.13536,0.10136,0.90867,0.38883,0.0076746,0.0023175,3
1.2708,50,0.17315,0.046509,0.1598,0.23907,0.15535,0.93567,0.40617,0.014763,0.010518,6
4.4925,50,0.82376,1.2865,1.1252,1.3797,0.97347,0.98467,0.74076,-0.93899,12.396,5
1.7468,50,0.40952,0.2641,0.49301,0.46755,0.34825,0.97067,0.57111,0.067779,0.24171,5
0.61623,100,0.16835,0.045004,0.15637,0.20648,0.17069,0.96067,0.38133,0.014533,0.0055968,3
4.484,77.5,0.87742,1.3664,1.1606,1.5063,1.1036,0.99233,0.76981,-0.40815,9.4595,5
0.77774,100,0.19164,0.05996,0.20396,0.27052,0.22119,0.96533,0.40416,0.021961,0.011094,2
2.2398,50,0.45702,0.35765,0.58073,0.72588,0.46827,0.974,0.59739,-0.05213,0.81575,4
0.98176,50,0.17973,0.048867,0.16774,0.20371,0.1434,0.92867,0.41202,0.014705,0.0084441,1
1.5258,50,0.20244,0.068984,0.21933,0.32585,0.20597,0.94733,0.43027,0.02063,0.029345,6
3.6934,70,0.78633,1.1481,1.0625,1.3236,0.92972,0.98767,0.72933,-0.64626,7.279,5
3.2514,90,0.69799,0.83015,0.90032,1.1879,0.90055,0.989,0.70692,-0.10319,3.0706,1
0.50573,50,0.1485,0.031893,0.10971,0.13182,0.10551,0.92567,0.37796,0.0082481,0.0024558,4
0.99026,80,0.18001,0.050554,0.17592,0.19131,0.13642,0.93267,0.40162,0.016232,0.0089664,4
0.96476,50,0.18115,0.050128,0.1741,0.19552,0.15056,0.94133,0.40596,0.015364,0.0077415,5
0.82875,50,0.20514,0.063457,0.20767,0.25033,0.1885,0.94467,0.42803,0.019493,0.011106,4
1.2963,100,0.18901,0.058615,0.19464,0.23549,0.18427,0.95633,0.40615,0.020386,0.014398,2
1.3133,50,0.20896,0.072358,0.22717,0.27858,0.18276,0.94067,0.43109,0.019762,0.026028,1
2.1208,50,0.24346,0.10594,0.29399,0.30586,0.22928,0.95533,0.44327,0.042942,0.069076,5
3.2004,50,0.43687,0.37452,0.59519,0.76394,0.54196,0.97533,0.55268,0.24533,0.78061,4
1.2453,50,0.236,0.090059,0.26472,0.31168,0.23531,0.95833,0.44474,0.031685,0.027457,1
0.48022,50,0.15192,0.032939,0.11494,0.132,0.10468,0.92,0.38104,0.0083809,0.0024636,6
0.47172,50,0.14412,0.026289,0.07784,0.081676,0.063695,0.86633,0.39337,0.0054786,0.0012739,3
0.70974,50,0.1474,0.029977,0.10093,0.11148,0.084342,0.893,0.38448,0.0072557,0.0023034,3
2.2568,110,0.53039,0.4753,0.67508,0.88016,0.65503,0.98633,0.62368,-0.004027,0.9543,1
0.61623,50,0.16428,0.042638,0.15118,0.14569,0.11572,0.92833,0.37724,0.013287,0.0048923,3
1.8828,95,0.26551,0.12857,0.32854,0.44813,0.31509,0.96333,0.46295,0.061639,0.088755,6
0.48873,50,0.15501,0.033024,0.11479,0.12477,0.09547,0.90667,0.39173,0.0079957,0.002355,3
2.1038,50,0.36445,0.23513,0.46375,0.412,0.30702,0.965,0.52848,0.13033,0.23891,2
5.334,50,0.37176,0.34242,0.56741,0.71432,0.43712,0.96567,0.50692,0.35152,2.1742,4
1.0838,100,0.22088,0.080437,0.24733,0.2881,0.23055,0.96433,0.42935,0.030676,0.021672,5
3.2684,57.5,0.69773,0.88151,0.92789,1.1779,0.84142,0.98833,0.70035,-0.51471,5.6228,1
4.892,105,0.40254,0.38916,0.60734,0.76534,0.42408,0.97433,0.53821,0.23893,3.6583,2
1.2538,50,0.22352,0.079472,0.24417,0.29775,0.22396,0.96333,0.43757,0.025642,0.021682,4
0.78624,50,0.16047,0.038089,0.1328,0.15698,0.11945,0.923,0.38858,0.011094,0.0041906,1
0.61623,50,0.16364,0.037672,0.13301,0.15506,0.11605,0.919,0.39937,0.0096801,0.0033902,3
1.3048,100,0.20905,0.072766,0.22751,0.32826,0.23444,0.96667,0.41977,0.018498,0.022432,3
2.7669,107.5,0.64089,0.68678,0.81656,1.041,0.79432,0.98533,0.67868,0.025756,1.7309,1
0.71824,50,0.17129,0.041942,0.14402,0.16699,0.12648,0.93133,0.40722,0.011592,0.0045686,1
10.281,112.5,0.61324,1.0116,0.99592,1.2982,0.68779,0.98033,0.63148,1.059,29.083,2
2.1293,47.5,0.43942,0.33354,0.55874,0.57159,0.40218,0.973,0.57587,0.052083,0.62885,5
0.48022,50,0.14409,0.029589,0.099637,0.12642,0.099975,0.91433,0.37641,0.0074145,0.0021536,4
2.8179,215,0.26937,0.1374,0.34193,0.43698,0.30171,0.96067,0.46617,0.080521,0.16684,3
1.0413,100,0.19844,0.065468,0.21074,0.29647,0.22059,0.964,0.40851,0.018716,0.015956,3
0.48022,50,0.14549,0.030118,0.10051,0.12064,0.095827,0.91067,0.37855,0.0075753,0.0021911,4
7.8162,50,0.37377,0.39762,0.61473,0.76703,0.41224,0.974,0.51845,0.69796,7.7457,2
0.61623,50,0.15141,0.03288,0.11371,0.12069,0.094314,0.91033,0.37896,0.008538,0.0026123,6
0.58223,37.5,0.15856,0.034621,0.11801,0.14004,0.10542,0.91533,0.39676,0.0086522,0.0026929,3
1.7468,50,0.36903,0.22327,0.44941,0.40764,0.30648,0.97033,0.53768,0.066665,0.17583,5
0.95625,100,0.17664,0.048837,0.16443,0.23739,0.17457,0.949,0.39917,0.014362,0.0080133,3
3.8039,50,0.77787,1.1205,1.0494,1.3309,0.93949,0.987,0.7228,-0.57224,8.0905,5
0.79474,50,0.17091,0.044239,0.15684,0.17698,0.13428,0.93933,0.39649,0.013354,0.0058152,1
2.4949,50,0.51791,0.44903,0.65551,0.83665,0.6294,0.98033,0.62222,0.087761,0.76988,2
2.5119,50,0.40698,0.29199,0.52142,0.45283,0.33355,0.96233,0.55517,0.1862,0.38071,2
1.8913,170,0.27245,0.13478,0.3377,0.43498,0.31007,0.95633,0.47011,0.066205,0.1014,3
3.3279,50,0.59771,0.6577,0.79861,0.99161,0.69744,0.979,0.64442,-0.027638,2.1014,1
3.0814,50,0.42241,0.34654,0.56992,0.7417,0.44363,0.977,0.56189,-0.10753,1.2397,4
0.56523,50,0.14979,0.03058,0.10147,0.11987,0.093583,0.912,0.38759,0.0073809,0.0020968,3
4.552,105,0.60228,0.76744,0.86434,1.1544,0.76284,0.98233,0.63502,-0.43623,6.0351,2
2.6224,50,0.42947,0.31635,0.54446,0.65181,0.3982,0.96567,0.59006,-0.054234,0.75983,4
3.3534,50,0.41186,0.32245,0.54889,0.68834,0.39804,0.963,0.56154,-0.036107,1.1312,4
0.58223,50,0.16631,0.043803,0.1546,0.14555,0.1153,0.92967,0.37744,0.013676,0.0051011,3
3.0559,50,0.34749,0.25624,0.48544,0.6131,0.39888,0.96433,0.50356,0.18835,0.51649,4
0.60773,50,0.16186,0.041399,0.14676,0.13888,0.11038,0.91933,0.37255,0.01264,0.0044989,3
0.81175,50,0.17348,0.046223,0.16377,0.19025,0.14512,0.93567,0.39614,0.014012,0.0064263,5
0.54823,50,0.15457,0.035523,0.12476,0.13644,0.10793,0.91567,0.37978,0.0097393,0.0031183,6
0.64173,100,0.16084,0.039805,0.13967,0.18947,0.15052,0.94967,0.37961,0.011686,0.0043472,3
1.4578,50,0.20649,0.071712,0.22734,0.26052,0.19434,0.95533,0.41488,0.030163,0.022823,6
3.7869,50,0.38031,0.28245,0.51197,0.64818,0.449,0.974,0.52862,0.22585,0.67297,5
2.6904,117.5,0.57612,0.58017,0.74893,0.94581,0.68799,0.982,0.64545,-0.088344,1.7374,1
3.5744,75,0.68085,0.87707,0.92584,1.2054,0.83928,0.98567,0.68698,-0.38587,5.0641,5
3.8804,50,0.90868,1.627,1.268,1.5231,1.0164,0.981,0.74932,-1.4116,15.097,5
1.9338,92.5,0.31453,0.17576,0.39412,0.52769,0.3718,0.966,0,0.056171,0.14189,6
1.9933,50,0.22658,0.10856,0.29555,0.42747,0.24238,0.94633,0.43975,-0.079706,0.82645,6
1.9508,77.5,0.32927,0.18495,0.40598,0.46452,0.3471,0.97833,0.50458,0.084265,0.12949,5
0.56523,50,0.14755,0.029674,0.096931,0.099724,0.078367,0.884,0.38445,0.0070151,0.0019408,6
0.42922,50,0.14912,0.031003,0.10604,0.11942,0.095648,0.91833,0.38014,0.0074987,0.0020389,6
4.0675,82.5,0.63743,0.88453,0.92938,1.288,0.81167,0.978,0.64609,-0.67462,7.1539,2
1.5513,220,0.22316,0.084205,0.2529,0.335,0.23836,0.95233,0.44071,0.032153,0.034915,3
2.3163,50,0.46834,0.38436,0.60339,0.77878,0.55796,0.98267,0.59143,0.0088329,0.78412,1
2.1718,92.5,0.34259,0.21121,0.4367,0.59774,0.42855,0.96767,0.5125,0.080861,0.21236,6
7.2552,97.5,0.46059,0.66172,0.80151,1.0307,0.51489,0.96933,0.55016,-0.11309,15.654,2
1.1263,120,0.17059,0.044986,0.15659,0.232,0.14245,0.92267,0.41165,0.0091825,0.013622,6
1.2113,50,0.36633,0.19446,0.41737,0.39999,0.28993,0.963,0.56089,0.05234,0.10145,4
2.7329,235,0.27625,0.15204,0.36313,0.46164,0.31667,0.95767,0.46547,0.083922,0.20914,3
0.48022,50,0.14411,0.027725,0.090945,0.10229,0.079463,0.88567,0.38533,0.0062689,0.0016146,3
0.60773,50,0.15742,0.034733,0.12074,0.12724,0.097867,0.90933,0.39149,0.0089606,0.0028283,4
2.9284,50,0.39407,0.31222,0.5402,0.69219,0.46482,0.965,0.52776,0.19075,0.57538,4
4.6965,47.5,1.0143,1.8653,1.3589,1.6471,1.1771,0.99033,0.81863,-1.412,18.775,5
3.7444,72.5,0.57061,0.68427,0.81493,1.0972,0.71573,0.97067,0.62091,-0.35031,4.7468,2
1.1433,100,0.23761,0.092107,0.2698,0.3131,0.25151,0.96967,0.44424,0.036766,0.027122,5
1.4748,100,0.22373,0.084913,0.25384,0.32237,0.24875,0.96667,0.43067,0.02697,0.038081,2
1.6873,37.5,0.2243,0.087306,0.25817,0.34153,0.23857,0.951,0.43808,0.036889,0.041021,3
0.52273,50,0.15777,0.033863,0.11555,0.12726,0.095019,0.90133,0.39818,0.0081666,0.002492,3
1.8743,50,0.35523,0.22345,0.44978,0.43791,0.30666,0.96767,0.52047,0.056383,0.22989,5
0.71824,72.5,0.16485,0.040012,0.14317,0.14668,0.11369,0.93,0.39425,0.011009,0.0043196,4
1.5853,200,0.22292,0.085797,0.25602,0.34433,0.24113,0.95233,0.43833,0.038748,0.038541,3
0.94775,50,0.19524,0.06113,0.20266,0.2168,0.1625,0.937,0.40942,0.021446,0.012635,6
3.9484,77.5,0.62005,0.74986,0.85424,1.1839,0.81218,0.98267,0.65234,-0.27904,3.9161,2
3.7614,200,0.62091,0.70456,0.82723,1.0764,0.76101,0.982,0.6606,0.042278,2.6812,1
2.5969,170,0.4892,0.4569,0.66091,0.79606,0.54424,0.971,0.58527,0.027142,1.0741,1
0.48872,50,0.14362,0.028816,0.095608,0.12447,0.0987,0.91167,0.37898,0.006998,0.001954,4
2.4609,50,0.31161,0.2312,0.45859,0.68744,0.37978,0.95433,0.48317,-0.11239,0.74447,6
3.4809,50,0.54838,0.56784,0.74006,0.86097,0.60487,0.97967,0.61473,0.11353,1.6474,2
0.89675,50,0.1751,0.045513,0.15738,0.17923,0.12739,0.93467,0.40955,0.012263,0.0068838,1
2.5629,65,0.45232,0.34652,0.57136,0.4812,0.36954,0.97733,0.5844,0.20303,0.47092,2
2.5119,50,0.42298,0.32236,0.54981,0.68353,0.43155,0.97667,0.5686,-0.05654,0.72038,4
1.3133,50,0.19951,0.065391,0.21258,0.23493,0.17158,0.945,0.41657,0.026702,0.017952,6
2.1718,77.5,0.36022,0.23276,0.46057,0.63342,0.45956,0.97133,0.52601,0.075046,0.26153,6
0.53973,50,0.15719,0.03656,0.12923,0.14221,0.1126,0.92333,0.37908,0.010003,0.0032293,6
4.0845,50,0.80558,1.2217,1.0966,1.3952,0.97671,0.984,0.72881,-0.73088,8.5366,5
